yorumlar,duygu
Siyah beyaz gelmesi gerekirken sade siyah ve görselden çok farklı geldi tavsiye etmem. Hayal kırıklıgı oldu,negatif
memnunum xl büyük oldu yapacağımı bilemedim allahtan belinde beden küçültme var mutluluk verici dakikaydı kumaşı vs zaten oldukça kalın insanı daraltan yavaşlatan bunaltan kumaş olmadığı iç göstermiyor kalın ince şardonlu rahat teşekkür ederim,pozitif
İncecik bi şey,negatif
ürünü bayiden aldım. 2 gün bekledi fişi taktık yeşil ve kırmızı lamba yanıyor. bir süre sonra önceki derin dondurucudan gıdaları aktardık 3-4 gün sonra eve kokudan girilmiyor  megersem yeni dolap hiç soğutma yapmamış bütün gıdalar çöpe gitti yetkili servis geldi değiştirelimmi tamirmi yapalım dedi değişim istedim.1 gün sonra yenisi geldi.şimdi gayet güzel 7 yıl garantisi için tercih etmiştim.benim gıdaların çöpe gittiği kaldı.,notr
ürün gayet sıcacık tutuyor tam bedeninizi alabilirsiniz l beden tam oldu teşekkürler ☺️,pozitif
telefon sorunsuz ulaştı elime firmasından şikayetciyim bana sormadan kendi kafalarına göre yere bırakıp bana kısa mesajla haber verdiler yüzden iki yıldız kırdım,negatif
arkadaşlar ürünü aldım kargosu oldukça hızlı fakat ense traşı bile yapmıyor o yüzden ucuzluğuna aldanmayın ve daha iyi bir marka alın derim kullanamayıp elinizde kalır,negatif
tam beden alabilirsiniz gayet kaliteli🤌,pozitif
34 gündür kullanıyorum hızı kullanımı vs gayet freedos içinde program olmadan geliyor bilgisayarcıya 400 tl ye yüklettim windows 11 bazıları yükleyince kastı falan demiş öyle sorun yaşamadım hızlı ambalajı gayet güzeldi kullandıkça yorumlarımı güncellerim beklentimi son derece karşıladı arada aşırı,pozitif
rengi kumaşı suda gidebilir beden büyük almak olur,negatif
"ürün bantı acık ama mavi şeritli olarak geldi mağaza kargo açmıs dedi
kargo mavi şeritleri satıcı ceker dedi. muamma yani ama ürün sağlam
şükür. sonuçta ürün iyi mağaza sıkıntı.",notr
tam numaramı almama rağmen ürüm bol duruşu hoş değil kargolama süreci yavaştı tam 10 günde elime ulaştı,negatif
Kurulu olarak gelseydi daha iyidi,notr
yanında tatlı hediye göndermişler teşekkür ederim 🫶sorunsuz elime ulaştıdiger bakım serumları asla göz yakmıyor rahatlıkla kullanabilirsinizayrica parlaklık veriyor bencebir ay düzenli kullanacam bakalım umarım işe yarar,pozitif
Sıkma kolu takılma yapıyor. Dişli sıkışma yapıyor.,notr
ürün elime kısa sürede ulaştı kalitesi kumaşı esnek kumaşı var beden küçük alınabilir 155 boy 56 kiloyum l beden m beden tam olurmuş kurtarıcı parça dolapta olması gerekir,pozitif
"Çok güzeldi, kardeşim bayıldı elinden düşürmüyor",pozitif
bende 6344 aldım ilk zamanlar biraz köpüklü yıkadı servis çağırdım parlatıcıdan olabilir falan dedi şimdi parlatıcıyı koymuyorum köpük yok bakalım,notr
şahane bişi. kesinlikle çok eğlenceli. ses ve ekran kalitesi gayet güzel. saatlerdir oynamama rağmen şarjı bitmedi. teşekkürler,pozitif
sabaha kadar şarj ediyoruz 85 üzerine çıkmıyor ürün ekran jelatini olmadan içerisinde başkasına ait veriler çıktı firma eski telefonları yenileyip satıyor dikkat edin,negatif
severek kullanıyorumtam numaranızı alabilirsiniz,pozitif
Ürün Çok Küçüktü ve kalitesizdi,negatif
s beden dedik cok büyük bukadar büyük s beden mi olur xxl bile küçük gelir,negatif
ürüne simdilik 4 yıldız vermiştim 5 yaptım henüz bisikletime takmamıştım bisikletime takılı bence gayet iş görüyor koldan çevirmeli viteslere göre net ayarlanıyor duruş olarak kullanış olarakta gayet tavsiye ederim,pozitif
indirimden bol seven bi beden büyük alsın,negatif
Ürün fiyatına göre çok güzel,pozitif
eşime hediye zaten ürünü anlatmaya gerek yok sadece paketleme özensiz patpat naylonu bari bantlasaydınız telefon kutuda seke seke,negatif
Ürün hasarlı geldi. Koltuk içerisindeki sünger vb malzeme yok denecek kadar az. Tahta koltuğa oturmuş hissi veriyor. Çok küçük ancak bir çocuk oturabilecek şekilde üretilmiş.,negatif
anneannem aldık rahat olduğunu söyledi indirimden alınır,pozitif
Olumlu yönleri: Kullanışlı ve büyük,pozitif
Philips 43pus6503 güzel tv yavsiye ederim . N11 mi ?kesinlikle HAYIR .birnumara disindaki her sey iyi sadece birnumara‘e bulasmayin sikinti yasarsanizçözüm odakli olmayip sikintidan faydalanma gayreti içine giriyor birnumara .Philils tavsiye ederim birnumara‘i kesinlikle hayir .,notr
Çok küçük o hariç güzel oyunları var,notr
Ürün çok kötü cıktı kullandıkca dahada kötü olduğunu fark ettim gövdesiyle mikseri uyum sağlamıyor,negatif
kurulumu kolay. son derece de hizli geldi. kumas degil deri onu göz önünde bulundurun.. kalitesi is görüyor ancak fazla da beklentiye girmeyin,negatif
gayet numara tam oldu,pozitif
denedim ürün çok güzel herkese tavsiye ederim,pozitif
cok begendim m beden giyiyorum sm aldim tam oldu,pozitif
kollar yarasa kol yüzden sırt kısmı tuhaf duruyor 170 boy 69 kiloyum üzerime emanet oldu aşırı büyük oldu bedenli olsa olabilirdi şekilde begenemedim 4 yıldızı kargoya montun kumaşının kalitesine sorunsuz gelmesine veriyorum satıcıya teşekkür ederim başkasında durur bana yakışmadı,negatif
normal bedenim l m aldımtam oldu teşekkürler,pozitif
"ben aldigima pismanim. fan yeri cok isiniyor ve cok ses cikartiyor
alali 4 ay oluyor 10 kere kullanmamisimdir.yinede ekran kapaniyor ve simsiyah oluyor",negatif
paketlenmesi gayet iyiydi topların büyüklüğü kalitesini beğendik pompası iş görüyor,pozitif
duruşu kumaşı kalitesi kazak kendi bedeninizi alabilirsiniz,pozitif
beden küçük alınmalı pantolon,negatif
Her zaman kullanışlı,notr
ürünü teslim aldıktan açtık iki açtık telefon açılmıyor,negatif
Ürün elime kırık ulaştı yorumlara bakarak aldım ama bekledim gibi gelmedi,negatif
eğlenceli güzel göründüğü gibi,pozitif
ürün güzeldi ml giyiyorum sm tam oldu salaş isteyen 1 beden büyük varsa alabilir,pozitif
bilgisayar rengine ses kalitesi,pozitif
ürün gayet güzelsöylenildiği büyük hatta 2 beden büyük aldığım halde sardıkol boyu filan uzunbegendimsadece iç gösteriyor beyaz hangi ürün göstermiyorkisiyahını almayı düşünüyorum boğazıda rahat sıkmıyor tavsiye ederim,pozitif
"Eşime hediye olarak aldım ve ürün elimize sorunsuz ulaştı, oyunlar çok güzel tam nostaljik bir hediye oldu ancak select tuşu maalesef ki çalışmıyor. Bir iki denediğimizde genel oyunları oynamaya bir engel oluşturmadığı ve iade ile uğraşmak istemediğimiz için iade etmeyeceğiz.",notr
ürünü teslimat adresine getirmeden geri yolluyorlar kargo harici iyi,notr
Ürün güzel fakat kargodan dolayı sarsılmış ve paketi ezilmiş.,notr
Ekran calismadi.. ??,negatif
kaliteli saatlerdir ayağımdan çıkarmadığım oldu kadar rahat konforlu kadar beklemiyordum yuzden numara onu tercih edebilirsiniz,pozitif
"Ürün çok küçük .yollanan üründe sanırım ikinci eldi açıkcası uğraşmak
istemedik yoksa kesinlikle geri yollamamız lazımdı.",notr
babama telefon,negatif
anneme aldik cok rahat kullanisli,pozitif
gerçekten rahat hafif ayakkabı tam numaranız onu alın,pozitif
"fakat kilifin ekstra alinacagini tahmin etmedim . kilifsiz gelmesi mantiksiz bence  sparisi bugun verdim fakat ekstradan klif sparisi verileeceginden haberim yoktu gormedim de ekstradan veri ce klif pahaliya geliyor bi espiriSi kalmiyor urun gelince urun kalitesine bakar degerlendiririm .. fakat dedigim gibi kiloifsiz gonderilmesi mantiksiz 
 herkeze hayirli gunler arkadaslar ..",notr
düşünmeyin tereddüt etmeden alın zamana kadar cihaz kullanmamissinizdir emin olun tek eksiği para koyun prosunu alın telefon kullanıyorum diyeceksiniz,pozitif
bedeni küçük büyük alın gürcistandan iade edemiyorum ayrıca ince ince bacaklar,negatif
beden buyuk almalisiniz,negatif
rengı dokusu 73 kg 4 numara tam oldu,pozitif
gonül rahatlığıyla alabilirsiniz yumuşak bantlari rahatsız etmiyor numara büyük alinmasini tavsiye ediyorum,pozitif
"Ürün hiç beklediğim gibi değil. Tuşlar çok sert ve sesli. Logitech bu
üründe çizgisinden çıkmış. Laptop klavyesine benzer ürünler arayanlar
başka modelleri incelesinler benim tavsiyem",negatif
elime geçerse doldururum bu alanı,negatif
rahat şık kendi nunaranizi alın 💯,pozitif
urunu teslim alalı 5 dk oldu horoz  lojistige teşekkür ederim fakat satıcı firma kargolamayi çok özensiz bir şekilde paketlemis umarım ürünlerde hasar yoktur şimdilik bu yorumu yapmak istedim daha bunun servisi kurulumu ve üründen nekadar memnun kalma aşaması var hepsine ayrı ayrı yorum yapacam hangisi olumsuz ise bunu yazacağım ki millet görsün ben yorumlara bakarak aldim bu ürünü,notr
"Çocuğuma hediye verdim. Mutlu oldu. Honor telefonuyla eşleştirdi. Umarım
daha aktif olur.",notr
ürün kalitesi gayet içi pamuklu evet sıcak tutar baskının kadar dayanacağını merak ediyorum henüz yıkamadım ürünü talimatlara uyulursa sıkıntı olacağını sanmıyorum normalde m giyiniyorum salaş durması xl firma kalıpların küçük olması nedeniyle xxl göndermiş aşırı büyük kolları kendi uzun oldu firmaya tavs,pozitif
1 numara büyük alınmalı aşırı kaba sert rengi falan kaba ayakkabı sevdiğim beğendim solma yumuşama sarkma vs olmadı,negatif
"Olumsuz yönleri: Telefon elime hemen geçti fakat, kutuyu açtiğımda o kadar özensiz paketlenmiştiki, telefon, telefon kutusunun içine konmak yerine alalen atılmış gibi geldi. Çıkardiğımda görünürde bişey yok gibiydi. Şarja taktiğımda, ışığı yandiğında birde baktımki ekranın etrafı bildiğiniz boşlukta, ekran kopmuş gibi oynuyo. Sağ tarafında bişey yok sol tarafı abes bi şekilde kırık. Şarja taktiğımda ise 3 saatte %50 dolamadı. İadesini oluşturdum, bu arada firmayıda arıyorum ama telefonlar ton bantta, ilk sıradasınız diyo bekleme süreniz 2 dk, ama o 2 dakika 20 dakikada gelmedi.kesinlikle paramın iadesini istiyorum. Teşhir ürün yazıyor, ekranı kırık değil, cizik değil ama daha beter durumda. Ne şarj oluyor, nede ekran denen birşey var ele alınası.ben para iademi ostiyorum kesinlikle",negatif
Tutma sapı cok ısınıyor ama gayet güzel tost yapıyor,notr
"İçinde kulaklik yok bilginiz olsun , ayrica fatura gelmedi sanirim e fatura oldu galiba, onunla ilgili herhangi bir bilgi verilmedi ,sim kartli degil , simkartli olanlarin ek bir ozelligi daha var sim kartli istiyorsaniz ogrenip arastirip oyle alın , kargosu hızlıydı",notr
Ürün güzel indirimde 30 TL'ye aldım ve kocaman ama kalite beklemeyin ince yapısı var,negatif
Arkadaşlar ürünü 2 yıldır kullanıyorum. Bugüne kadar hiç bir problem çıkarmadı. Su konulan hazneye dikkat etmeniz gerekiyor. Gereğinden fazla su koyanların makineleri bozuldu. O yüzden bazı arkadaşlar forumlarda bu alete giydirmişler. Üzerinde hepa h13 filtre bulunmakta. Bu filtre sudan kaçan tozların %99 unu hapsediyor. Araştırırsanız bilimsel  değerlerini de bulabilirsiniz. Fiyatına göre çok çok iyi bir ürün.,pozitif
youtube videosu izlerken dahi fan sesi rahatsız edici,negatif
bedeninizden küçük alin,negatif
süper  bi ürün,pozitif
Ürünü henüz kullanmadan bu soruta cevap veremeyeceğim.,negatif
orta sınıf bi ürün fena sayılmaz,notr
kizimiz icin aldik hizli soeunsuz calisiyoe sarji 2gun rahat gidiyor,pozitif
"Ürün traktör gibi çalışıyor, tavsiye etmem",notr
telefonu oğluma memnun kaldı teşekkür ederim emeğinize saglik,pozitif
göz kalemi bi olmadan yapamiyorum rengi koyuluğu akmaması süper,pozitif
batarya sıkıntısı olan ürün,negatif
Görünüş olarak güzel ama iki günde ön kısmı bir tuhaf oldu parmak kısmı ayrıca tabanında çökme oldu,negatif
"Çok kalitesiz bir ürün uzun saç kesimi için aldım, ama kesmiyor saçı ileri doğru sürüklüyor, bıçağı çok kalitesiz. ucuz ürünlerden hiçbir farkı yok",negatif
Ev tipi seri kullanıma uygun değil ama ev için ideal,pozitif
telefonu aldığımdan beri donuyor kendi kendine facebooka girip fotoğraf beğeniyor kendi kendine birini arıyor durumdan rahatsızım alalı 1 yıl oldu iade istiyorum,negatif
beğendim ayakta kibar duruyor kalıbı tam numaranızı alabilir siniz alacak olanlara tavsiye ederim satıcıya şirketine teşekkür ederim,pozitif
rahat ayakkabı beden büyük alınmalı,pozitif
41 nunarasını ayağıma büyük oldu kaba ayakkabı,negatif
gayet kullanışlı ürün tavsiye ederim verdiğiniz parayi rahatlıkla karşılar ayrıca satıca dostluk kahvesi icin teşekkür ederim 😊,pozitif
ürün beden büyük alırsanız olur,negatif
ürün göründüğü gbi tam kalıp tabanı yumuşacık rahat gönül rahatlığıyla kullanabilirsiniz kendi bedeninizi alınız,pozitif
"Çerçeve kısmı fotoğrafta siyah, elime ulaşan üründe gümüş rengi. Bu görünüşü çok değiştiriyor. Kargo elime sipariş verdikten 21 gün sonra ulaştı.",negatif
ürün gayet kendi bedeninizi alın kesinlikle,pozitif
duo tec 24 aldım aldığımdan beri bir gece başımı yastığa rahat koyamadım sürekli e16 arızası verdi servis geldi sensör hatası dedi yaptı gitti 3 gün sona ap yazısı çıkıyor sürekli kapanıp açılıyor çok kötü bir seçim yaptığımı düşünüyorum benimke aynı dönemde farklı marka kombi alan komşularım keyfini sürerken ben oturup izlemekle yetiniyorum kısacası çok pişman oldum.....,negatif
ürün rahat tam numara alın,pozitif
ekranı geniş ekran hızı kullanışlı xiaomi zaten kullandığım marka gayet memnunum,pozitif
Çok güzel ürün bir kerette 4 kişilik kahve yapabiliyorsun. Uyarı sayesinde kahve taşmıyor veya köpügü gitmiyor. Rahatlıkla alabilirsinz,notr
2 numara büyük sipariş verirseniz ayağınıza olacak,negatif
fiyat performansın dibibaldır kısmı dar fiyata kadar rahat olabileceğini düşünmemiştimtam bedeninizi alabilirsiniz,negatif
hayatımda gördüğüm en rezil şey hakkımı helal etmiyorum saati ayarlıyorum saat geriden geliyor saati çöpe attım gerçi bu yıldızıda haketmiyor,negatif
şık tatlış ayakkabıı çokta rahat,pozitif
ayakta kibar duruyor numara küçük alınmalı 37 yi iade edip 365 ilk giydiğimde ayağımın arkası yara oldu normal mi bilmiyorum,negatif
Bende arastirma asamasindayim.izgarada olmasi iyi gibi gorunuyor.ama temizligi nasil acaba,notr
telefon trendyol hizmeti faturamda tc kimlik numaram yazmıyor arayıp ekletmek istedim 3 gün dediler 1 hafta olacak nerdeyse hâlâ dönüş alamadım,negatif
çok iyi bir ürün fiyatı da uygun.,pozitif
fiyatina gore guzel bekledigimden biraz kucuk geldi ama cocuklari eglendirebilecek kapasitede benim cocugum cok begendi,notr
atlet muhteşem duruyor tam bedeninizi alabilirsiniz,pozitif
İlk geldi açtık açılmadı bile o kadar kötü bir ürün,negatif
beden büyük almaya gerek yok tam beden aşım,pozitif
ürün beden büyük alına bilir,negatif
ürün spor yaparken size rahat zemin sağlıyor sadece ürün defolu iade etmedim,negatif
Tam bir nostalji yaratıyor. Sesi bile yetti bana ??,pozitif
ürün kalite olarak mükemmel olabilecek en hafif ağırlıkta lakin yanında aldığım kılıf küçük oldu 2.nesil yazmasına rağmen,notr
m beden almıştım l,negatif
"Hızı biraz yavaş ama işimi görür.
Bu fiyata göre çok iyi",notr
5 yaşındaki kızım bende bayağı inceledim profesyonel olmayacak şekilde günlük işler olarak anlamda sizi tatmin edecek cihaz kutusundan kırılmaz ekran koruyucu koruyucu kılıf şarj adaptörü kablosu çıkıyor ürünü aldıktan ek hiçbir masraf yapmadan direkt kullanmaya başlayabilirsiniz kurulumu kolay go,pozitif
arkadaşlar cihazı sipariş verdim içerikleri kamerasıda aynı şekilde ayrıca geri iade hakkın olmasına rağmen iadeyi reddediyorlar kesinlikle tavsiye etmiyorum,negatif
tam beden alabilirsiniz durusu,notr
gerçekten beğendim anında terletme yaptı s beden gayette oldutesekkur ederim,pozitif
38 numara giyiyordum 37 ilk bi sıktı evde 12 tur atınca açılıyor alınır fiyat performans ürünü,pozitif
Eşim beğendi tercih edilebilir ufak ama iş görür,notr
ürün tam bedeninizi alabilirsiniz beyazı iç gösteriyor sorun edilicek değil,notr
